#TYPE Selected.Microsoft.Azure.Commands.ResourceManager.Cmdlets.SdkModels.PSProviderFeature
"ProviderNameSpace","ProviderName","FeatureName","RegistrationState"
"Microsoft Logic","Microsoft.Logic","LogicApps-2022-05-RegionsPreview","NotRegistered"
"Microsoft.ApiSecurity","Microsoft.ApiSecurity","PP2CanaryAccessPROD","NotRegistered"
"Microsoft Network","Microsoft.Network","SupportOutboundNatVirtualIPForCloudServices","NotRegistered"
"Microsoft Azure Monitor","Microsoft.Insights","EnableCustomMetricsV2","NotRegistered"
"Microsoft Azure Monitor","Microsoft.Insights","EnablePercentilesMAC","NotRegistered"
"Microsoft Network","Microsoft.Network","AFWEnableTcpConnectionLogging","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFHanaHonorPinning","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFHonorPinning","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableActiveDirectoryAdmins","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","FormRecognizer.Neural4500","NotRegistered"
"Microsoft.PlayFab","Microsoft.PlayFab","Microsoft.PlayFab","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableSharedVNet","NotRegistered"
"Microsoft.PlayFab","Microsoft.PlayFab","segments","NotRegistered"
"Microsoft DocumentDB","Microsoft.DocumentDB","ThroughputRedistributionAcrossPartitions","NotRegistered"
"Microsoft DocumentDB","Microsoft.DocumentDB","Serverless1TBContainer","NotRegistered"
"Microsoft.Easm","Microsoft.Easm","EasmAccess","NotRegistered"
"Microsoft Resources","Microsoft.Resources","ItalyCentral","NotRegistered"
"Microsoft Resources","Microsoft.Resources","TagNamespace","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Face.HighRisk","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","LimitedAccess.HighRisk","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","enableBusinessCriticalWorkloadType","NotRegistered"
"Microsoft.AVS","Microsoft.AVS","AddOnHCXEEMetering","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFPopulateAvailabilityZone","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAVNMPreviewJuly2022","NotRegistered"
"Microsoft DocumentDB","Microsoft.DocumentDB","BurstCapacity1","NotRegistered"
"Microsoft.Kusto","Microsoft.Kusto","UseComputeSubscriptionEUDB","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","FormRecognizer.PodMode.msform","NotRegistered"
"Microsoft Web Apps","Microsoft.Web","qac-df36aee8-c644-400b-a0ab-fd0f1191211d","NotRegistered"
"Machine Learning Services Resource Provider","Microsoft.MachineLearningServices","registriesprivatepreview","NotRegistered"
"Microsoft Compute","Microsoft.Compute","ServiceGroupARCOPreview","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableIPV6CAAllocationByNRP","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","EdgeZoneVMBackupPreview","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableNameReservation","NotRegistered"
"Microsoft Compute","Microsoft.Compute","GenerateUniqueVhdIdForAllDisks","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","showAdvisorRecommendations","NotRegistered"
"Microsoft.HDInsight","Microsoft.HDInsight","qac-6c014cb4-2247-46e7-a4b1-103991f0dc04","NotRegistered"
"Microsoft Storage","Microsoft.Storage","ColdTier","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowSettingSystemTime","NotRegistered"
"Microsoft Storage","Microsoft.Storage","SetFolderExpiry","NotRegistered"
"Microsoft.SignalRService","Microsoft.SignalRService","qac-624c481d-e51c-4016-a522-fbe180d125fc","NotRegistered"
"Microsoft.Easm","Microsoft.Easm","EasmRoutingPPE","NotRegistered"
"Microsoft Event Grid","Microsoft.eventgrid","EventGridFeatures2022","NotRegistered"
"Microsoft.IoTFirmwareDefense","Microsoft.IoTFirmwareDefense","Staging","NotRegistered"
"Microsoft Compute","Microsoft.Compute","SIGCVMSupportedPreview","NotRegistered"
"Microsoft Network","Microsoft.Network","DnsppProd","NotRegistered"
"Microsoft Network","Microsoft.Network","DnsppReleaseCandidate","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","showPendingRestartInfobox","NotRegistered"
"Microsoft Network","Microsoft.Network","SupportVnetPeeringAutoUpdateAfterVNetEncryptionChange","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","AzureOverlayPreview","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","AKS-PrometheusAddonPreview","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","enableConnectSettings","NotRegistered"
"Microsoft App Configuration","Microsoft.Appconfiguration","SwitzerlandWestPreview","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFManagedHsmEncryption","NotRegistered"
"Azure Log Analytics","Microsoft.OperationalInsights","SearchOverADLS","NotRegistered"
"Microsoft Azure Monitor","Microsoft.Insights","PrometheusPreview","NotRegistered"
"Microsoft Network","Microsoft.Network","AFWEnableStructuredLogs","NotRegistered"
"Microsoft Network","Microsoft.Network","AFWEnableIPv6","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableSameZoneHA","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusCrossRegionReplica","NotRegistered"
"Azure Log Analytics","Microsoft.OperationalInsights","qac-fe63f845-4aee-4313-9b2e-3a8a2fe61897","NotRegistered"
"Microsoft Azure Monitor","Microsoft.Insights","qac-fe63f845-4aee-4313-9b2e-3a8a2fe61897","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","WindowsNetworkPolicyPreview","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCrossRegionReplica","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","EnableBlobCSIDriver","NotRegistered"
"Microsoft Security Insights","microsoft.securityinsights","strictConnectorsThrottlingLimits","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","actiongroupgermanywestcentral","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowApplicationGatewayIpv6","NotRegistered"
"Microsoft Event Grid","Microsoft.eventgrid","OptOutOfPartnerAuthorizationFeature","NotRegistered"
"Microsoft Devices","Microsoft.Devices","ArmNewRegionRollout","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","actiongroupgermanywc","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","showCDBPostgreSQL","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","testAFECCreation","NotRegistered"
"-","Microsoft.AzureSphereGen2","preview","NotRegistered"
"-","Microsoft.AzureSphereGen2","int","NotRegistered"
"Microsoft.AzurePercept","Microsoft.AzurePercept","IntegrationTest","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableAppgwCsesDeployments","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","enableDataEncryption","NotRegistered"
"Microsoft App Configuration","microsoft.appconfiguration","qac-45a7d954-eede-467d-b4f9-1f77feeec23c","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableOptimizedVnets","NotRegistered"
"Microsoft Network","Microsoft.Network","RollbackOptimizedVnets","NotRegistered"
"Microsoft Network","Microsoft.Network","AfdRegion-Route-DB3","NotRegistered"
"Microsoft Network","Microsoft.Network","ShouldDisableDefaultOutboundConnectivityForFastPathVirtualMachines","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Container.TA.DocumentAbstractiveSummarization","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Container.TA.GenericConversationSummarization","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","CrossSubscriptionRestore","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","PreBuilt-FormRecognizer","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","enableReadReplica","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableSameZoneHAMode","NotRegistered"
"Microsoft.PlayFab","Microsoft.PlayFab","shoeboxTesting","NotRegistered"
"Microsoft Batch","Microsoft.Batch","qac-58aa8ff2-5d53-444a-8026-1610fb23c30f","NotRegistered"
"Microsoft.HybridNetwork","Microsoft.HybridNetwork","AllowPreReleaseFeatures","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowZonalBasicSku","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusStandardComputeVcores_canadacentral","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusStandardComputeVcores_centralus","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusStandardComputeVcores_westus3","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusStandardComputeVcores_germanywestcentral","NotRegistered"
"Microsoft.FluidRelay","Microsoft.FluidRelay","NewRegionOfferingsApprovalAccess","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","enableAADProvisioning","NotRegistered"
"Microsoft.AzurePlaywrightService","Microsoft.AzurePlaywrightService","playwrightServiceBetaAccess","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePrivateAccessPG14","NotRegistered"
"Microsoft Compute","Microsoft.Compute","PerformancePlus","NotRegistered"
"Microsoft.SecurityDevOps","Microsoft.SecurityDevOps","DfdAzDevOpsConnector","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","ConfidentialVMBackup","NotRegistered"
"Microsoft Policy Insights","Microsoft.PolicyInsights","componentPolicyStates","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowDisableTcpStateTracking","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","KubeProxyConfigurationPreview","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","AKS-AzurePolicyExternalData","NotRegistered"
"Microsoft.ServiceLinker","microsoft.servicelinker","PrivatePreviewEnabled","NotRegistered"
"Microsoft.MobileNetwork","Microsoft.MobileNetwork","UseAlternateNFLocation","NotRegistered"
"Microsoft Azure Monitor","Microsoft.Insights","Amcs20220601","NotRegistered"
"Microsoft Logic","Microsoft.Logic","QatarCentral","NotRegistered"
"Microsoft Logic","Microsoft.Logic","qac-e977b40f-c627-41e8-86c3-5fb6b5711774","NotRegistered"
"Microsoft.Kusto","Microsoft.Kusto","AllowQatarCentral","NotRegistered"
"Microsoft.Kusto","Microsoft.Kusto","AllowSwedenSouth","NotRegistered"
"Microsoft DocumentDB","Microsoft.DocumentDB","DataTransferIntraAccountContainerCopy","NotRegistered"
"Microsoft Web Apps","Microsoft.Web","qac-e977b40f-c627-41e8-86c3-5fb6b5711774","NotRegistered"
"Microsoft Compute","Microsoft.Compute","InGuestAutoPatchVMGalleryImagePreview","NotRegistered"
"Microsoft Compute","Microsoft.Compute","AutoOSUpgradeWithinOffPeakHours","NotRegistered"
,"private.iotdevices","privateAccess","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePostgrelSqlMigrationInformationBanner","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePostgreSqlMigration_centralus","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePostgreSqlMigration_uksouth","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePostgreSqlMigration_westus","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePostgreSqlMigration_canadacentral","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePostgreSqlMigration_southcentralus","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePostgreSqlMigration_northcentralus","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePostgreSqlMigration_eastasia","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePostgreSqlMigration_switzerlandnorth","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePostgreSqlMigration_australiasoutheast","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePostgreSqlMigration_uaenorth","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePostgreSqlMigration_ukwest","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePostgreSqlMigration_canadaeast","NotRegistered"
"Azure Red Hat OpenShift","Microsoft.RedHatOpenShift","UserDefinedRouting","NotRegistered"
"Microsoft Storage","Microsoft.Storage","CustomerInitiatedCrossRegionMigration","NotRegistered"
"Microsoft.TestBase","Microsoft.TestBase","PrivatePreview","NotRegistered"
"Microsoft DocumentDB","Microsoft.DocumentDB","FranceSouth","NotRegistered"
"Microsoft.AzureScan","Microsoft.AzureScan","ScanAccountAccess","NotRegistered"
"Microsoft Data Factory","microsoft.datafactory","qac-f76de4a1-629f-4651-9d76-1d7b56544f3c","NotRegistered"
"Microsoft Azure Lab Services","Microsoft.LabServices","AllowLargeDisks","NotRegistered"
"Microsoft Compute","Microsoft.Compute","VmssMultiZonePreProvisioning","NotRegistered"
"Microsoft Search","Microsoft.Search","qac-28d32201-d1ad-47ab-9a4a-3de2dcb6ea2a","NotRegistered"
"Microsoft Compute","Microsoft.Compute","UsePreprovisionedVMsForLowPriorityVMs","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowSoftFailover","NotRegistered"
"Microsoft.Cdn","microsoft.cdn","Migrate1Pto3P","NotRegistered"
"Microsoft Network","Microsoft.Network","DisableDefaultOutboundAccessOnVMsBehindIpBasedLoadBalancer","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","showServerLogsBlade","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAppGwWafIpv6","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowDataSharingInHeroRegion","NotRegistered"
"Microsoft Compute","Microsoft.Compute","AutoOSUpgradeTargetedSdpForRedisService","NotRegistered"
"MicrosoftElasticSan","Microsoft.ElasticSan","ElasticSanPreviewAccess","NotRegistered"
"PaloAltoNetworks.Cloudngfw","PaloAltoNetworks.Cloudngfw","betaAccess","NotRegistered"
"Microsoft Azure Monitor","Microsoft.Insights","actiongroupglobal","NotRegistered"
"Microsoft Compute","Microsoft.Compute","Fabric.IsTenantAllowedOnFaultPointHardware","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","TryCosmosDBForPostgreSQL","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","pereviewNewPackages","NotRegistered"
"-","Microsoft.SecretManagementSampleProvider","PrivatePreview","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","previewNewPackages","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusStandardComputeVcores_centralindia","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusStandardComputeVcores_eastus","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusStandardComputeVcores_eastus2","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusStandardComputeVcores_northcentralus","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusStandardComputeVcores_northeurope","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusStandardComputeVcores_southcentralus","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusStandardComputeVcores_switzerlandnorth","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusStandardComputeVcores_westeurope","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusStandardComputeVcores_westus","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableCitusStandardComputeVcores_westus2","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","enableswitzerlandwest","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","enableOnDemandBackups","NotRegistered"
"Microsoft.MobileNetwork","Microsoft.MobileNetwork","Allow-WestCentralUS","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","BypassBilling.OpenAI","NotRegistered"
"Machine Learning Services Resource Provider","Microsoft.MachineLearningServices","RestAPITesting","NotRegistered"
"Microsoft.PlayFab","Microsoft.PlayFab","automationRule","NotRegistered"
"Microsoft.PlayFab","Microsoft.PlayFab","segmentsV2","NotRegistered"
"Microsoft.AVS","Microsoft.AVS","iSCSIMultipath","NotRegistered"
"Microsoft Network","Microsoft.Network","Configure4KMtuOnExpressRouteDirect","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRedirectGwmCallsToExpressRouteIDCGwm","NotRegistered"
"Microsoft.BackupSolutions","Microsoft.BackupSolutions","AMADeprecation","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","OpenAI.RAIPolicy.nil","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","EnableImageCleanerPreview","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","AKS-VPAPreview","NotRegistered"
"Microsoft.Pki","Microsoft.Pki","preview","NotRegistered"
"Microsoft.UsageBilling","Microsoft.UsageBilling","PrivatePreviewParticipation","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","AKS-OutBoundTypeMigrationPreview","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","PodHostPortAutoAssignPreview","NotRegistered"
"Microsoft.IoTFirmwareDefense","Microsoft.IoTFirmwareDefense","Canary","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Cloud.TA.LanguageReleaseEarlyAccess","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableBackupAndRestoreBlade","NotRegistered"
"Microsoft Network","Microsoft.Network","ThrottleCheckDnsCalls","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","NodePublicIPTagsPreview","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","IPBasedLoadBalancerPreview","NotRegistered"
"Virtual Machine Image Builder","Microsoft.VirtualMachineImages","Triggers","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","enableDataEncryption","NotRegistered"
"Microsoft.Cdn","Microsoft.Cdn","DisableAFDPortalARG","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Container.TA.ConversationSentiment","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","enableCitusPromoteReplica","NotRegistered"
