ProviderNamespace                                            Operation                                                                                            OperationName                                                                                        IsDataAction
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAApplicationHealth/read                              Read MAApplicationHealth data                                                                        False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAApplicationHealthAlternativeVersions/read           Read MAApplicationHealthAlternativeVersions data                                                     False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAApplicationHealthIssues/read                        Read MAApplicationHealthIssues data                                                                  False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAApplicationInstance/read                            Read MAApplicationInstance data                                                                      False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAApplicationInstanceReadiness/read                   Read MAApplicationInstanceReadiness data                                                             False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAApplicationReadiness/read                           Read MAApplicationReadiness data                                                                     False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MADeploymentPlan/read                                 Read MADeploymentPlan data                                                                           False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MADevice/read                                         Read MADevice data                                                                                   False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MADeviceNotEnrolled/read                              Read MADeviceNotEnrolled data                                                                        False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MADeviceNRT/read                                      Read MADeviceNRT data                                                                                False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MADeviceReadiness/read                                Read MADeviceReadiness data                                                                          False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MADriverInstanceReadiness/read                        Read MADriverInstanceReadiness data                                                                  False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MADriverReadiness/read                                Read MADriverReadiness data                                                                          False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAOfficeAddin/read                                    Read MAOfficeAddin data                                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAOfficeAddinInstance/read                            Read MAOfficeAddinInstance data                                                                      False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAOfficeAddinReadiness/read                           Read MAOfficeAddinReadiness data                                                                     False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAOfficeAppInstance/read                              Read MAOfficeAppInstance data                                                                        False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAOfficeAppReadiness/read                             Read MAOfficeAppReadiness data                                                                       False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAOfficeBuildInfo/read                                Read MAOfficeBuildInfo data                                                                          False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAOfficeCurrencyAssessment/read                       Read MAOfficeCurrencyAssessment data                                                                 False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAOfficeSuiteInstance/read                            Read MAOfficeSuiteInstance data                                                                      False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAProposedPilotDevices/read                           Read MAProposedPilotDevices data                                                                     False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAWindowsBuildInfo/read                               Read MAWindowsBuildInfo data                                                                         False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAWindowsCurrencyAssessment/read                      Read MAWindowsCurrencyAssessment data                                                                False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAWindowsCurrencyAssessmentDailyCounts/read           Read MAWindowsCurrencyAssessmentDailyCounts data                                                     False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAWindowsDeploymentStatus/read                        Read MAWindowsDeploymentStatus data                                                                  False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MAWindowsDeploymentStatusNRT/read                     Read MAWindowsDeploymentStatusNRT data                                                               False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/McasShadowItReporting/read                            Read McasShadowItReporting data                                                                      False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MCCEventLogs/read                                     Read MCCEventLogs data                                                                               False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MCVPAuditLogs/read                                    Read MCVPAuditLogs data                                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MCVPOperationLogs/read                                Read MCVPOperationLogs data                                                                          False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MicrosoftAzureBastionAuditLogs/read                   Read MicrosoftAzureBastionAuditLogs data                                                             False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MicrosoftDataShareReceivedSnapshotLog/read            Read MicrosoftDataShareReceivedSnapshotLog data                                                      False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MicrosoftDataShareSentSnapshotLog/read                Read MicrosoftDataShareSentSnapshotLog data                                                          False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MicrosoftDataShareShareLog/read                       Read MicrosoftDataShareShareLog data                                                                 False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MicrosoftDynamicsTelemetryPerformanceLogs/read        Read MicrosoftDynamicsTelemetryPerformanceLogs data                                                  False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MicrosoftDynamicsTelemetrySystemMetricsLogs/read      Read MicrosoftDynamicsTelemetrySystemMetricsLogs data                                                False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/MicrosoftHealthcareApisAuditLogs/read                 Read MicrosoftHealthcareApisAuditLogs data                                                           False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/NetworkAccessTraffic/read                             Read NetworkAccessTraffic data                                                                       False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/NetworkMonitoring/read                                Read NetworkMonitoring data                                                                          False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/NetworkSessions/read                                  Read NetworkSessions data                                                                            False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/NWConnectionMonitorDestinationListenerResult/read     Read NWConnectionMonitorDestinationListenerResult data                                               False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/NWConnectionMonitorDNSResult/read                     Read NWConnectionMonitorDNSResult data                                                               False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/NWConnectionMonitorPathResult/read                    Read NWConnectionMonitorPathResult data                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/NWConnectionMonitorTestResult/read                    Read NWConnectionMonitorTestResult data                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/OEPAirFlowTask/read                                   Read OEPAirFlowTask data                                                                             False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/OEPElasticOperator/read                               Read OEPElasticOperator data                                                                         False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/OEPElasticsearch/read                                 Read OEPElasticsearch data                                                                           False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/OfficeActivity/read                                   Read OfficeActivity data                                                                             False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/OLPSupplyChainEntityOperations/read                   Read OLPSupplyChainEntityOperations data                                                             False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/OLPSupplyChainEvents/read                             Read OLPSupplyChainEvents data                                                                       False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/Operation/read                                        Read Operation data                                                                                  False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/Perf/read                                             Read Perf data                                                                                       False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/PowerBIActivity/read                                  Read PowerBIActivity data                                                                            False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/PowerBIAuditTenant/read                               Read PowerBIAuditTenant data                                                                         False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/PowerBIDatasetsTenant/read                            Read PowerBIDatasetsTenant data                                                                      False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/PowerBIDatasetsTenantPreview/read                     Read PowerBIDatasetsTenantPreview data                                                               False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/PowerBIDatasetsWorkspace/read                         Read PowerBIDatasetsWorkspace data                                                                   False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/PowerBIDatasetsWorkspacePreview/read                  Read PowerBIDatasetsWorkspacePreview data                                                            False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/PowerBIReportUsageTenant/read                         Read PowerBIReportUsageTenant data                                                                   False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/ProjectActivity/read                                  Read ProjectActivity data                                                                            False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/ProtectionStatus/read                                 Read ProtectionStatus data                                                                           False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/PurviewDataSensitivityLogs/read                       Read PurviewDataSensitivityLogs data                                                                 False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/PurviewScanStatusLogs/read                            Read PurviewScanStatusLogs data                                                                      False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/read                                                  Query Data in Workspace                                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/requests/read                                         Read requests data                                                                                   False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/ResourceManagementPublicAccessLogs/read               Read ResourceManagementPublicAccessLogs data                                                         False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SCCMAssessmentRecommendation/read                     Read SCCMAssessmentRecommendation data                                                               False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SCOMAssessmentRecommendation/read                     Read SCOMAssessmentRecommendation data                                                               False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SecureScoreControls/read                              Read SecureScoreControls data                                                                        False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SecureScores/read                                     Read SecureScores data                                                                               False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SecurityAlert/read                                    Read SecurityAlert data                                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SecurityBaseline/read                                 Read SecurityBaseline data                                                                           False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SecurityBaselineSummary/read                          Read SecurityBaselineSummary data                                                                    False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SecurityDetection/read                                Read SecurityDetection data                                                                          False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SecurityEvent/read                                    Read SecurityEvent data                                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SecurityIncident/read                                 Read SecurityIncident data                                                                           False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SecurityIoTRawEvent/read                              Read SecurityIoTRawEvent data                                                                        False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SecurityNestedRecommendation/read                     Read SecurityNestedRecommendation data                                                               False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SecurityRecommendation/read                           Read SecurityRecommendation data                                                                     False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SecurityRegulatoryCompliance/read                     Read SecurityRegulatoryCompliance data                                                               False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SentinelAudit/read                                    Read SentinelAudit data                                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SentinelHealth/read                                   Read SentinelHealth data                                                                             False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/ServiceFabricOperationalEvent/read                    Read ServiceFabricOperationalEvent data                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/ServiceFabricReliableActorEvent/read                  Read ServiceFabricReliableActorEvent data                                                            False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/ServiceFabricReliableServiceEvent/read                Read ServiceFabricReliableServiceEvent data                                                          False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SfBAssessmentRecommendation/read                      Read SfBAssessmentRecommendation data                                                                False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SfBOnlineAssessmentRecommendation/read                Read SfBOnlineAssessmentRecommendation data                                                          False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SharePointOnlineAssessmentRecommendation/read         Read SharePointOnlineAssessmentRecommendation data                                                   False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SignalRServiceDiagnosticLogs/read                     Read SignalRServiceDiagnosticLogs data                                                               False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SigninLogs/read                                       Read SigninLogs data                                                                                 False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SPAssessmentRecommendation/read                       Read SPAssessmentRecommendation data                                                                 False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SQLAssessmentRecommendation/read                      Read SQLAssessmentRecommendation data                                                                False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SqlAtpStatus/read                                     Read SqlAtpStatus data                                                                               False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SqlDataClassification/read                            Read SqlDataClassification data                                                                      False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SQLSecurityAuditEvents/read                           Read SQLSecurityAuditEvents data                                                                     False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SqlVulnerabilityAssessmentResult/read                 Read SqlVulnerabilityAssessmentResult data                                                           False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SqlVulnerabilityAssessmentScanStatus/read             Read SqlVulnerabilityAssessmentScanStatus data                                                       False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/StorageBlobLogs/read                                  Read StorageBlobLogs data                                                                            False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/StorageCacheOperationEvents/read                      Read StorageCacheOperationEvents data                                                                False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/StorageCacheUpgradeEvents/read                        Read StorageCacheUpgradeEvents data                                                                  False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/StorageCacheWarningEvents/read                        Read StorageCacheWarningEvents data                                                                  False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/StorageFileLogs/read                                  Read StorageFileLogs data                                                                            False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/StorageQueueLogs/read                                 Read StorageQueueLogs data                                                                           False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/StorageTableLogs/read                                 Read StorageTableLogs data                                                                           False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SucceededIngestion/read                               Read SucceededIngestion data                                                                         False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseBigDataPoolApplicationsEnded/read              Read SynapseBigDataPoolApplicationsEnded data                                                        False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseBuiltinSqlPoolRequestsEnded/read               Read SynapseBuiltinSqlPoolRequestsEnded data                                                         False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseDXCommand/read                                 Read SynapseDXCommand data                                                                           False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseDXFailedIngestion/read                         Read SynapseDXFailedIngestion data                                                                   False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseDXIngestionBatching/read                       Read SynapseDXIngestionBatching data                                                                 False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseDXQuery/read                                   Read SynapseDXQuery data                                                                             False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseDXSucceededIngestion/read                      Read SynapseDXSucceededIngestion data                                                                False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseDXTableDetails/read                            Read SynapseDXTableDetails data                                                                      False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseDXTableUsageStatistics/read                    Read SynapseDXTableUsageStatistics data                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseGatewayApiRequests/read                        Read SynapseGatewayApiRequests data                                                                  False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseGatewayEvents/read                             Read SynapseGatewayEvents data                                                                       False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseIntegrationActivityRuns/read                   Read SynapseIntegrationActivityRuns data                                                             False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseIntegrationPipelineRuns/read                   Read SynapseIntegrationPipelineRuns data                                                             False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseIntegrationTriggerRuns/read                    Read SynapseIntegrationTriggerRuns data                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseRBACEvents/read                                Read SynapseRBACEvents data                                                                          False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseRbacOperations/read                            Read SynapseRbacOperations data                                                                      False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseScopePoolScopeJobsEnded/read                   Read SynapseScopePoolScopeJobsEnded data                                                             False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseScopePoolScopeJobsStateChange/read             Read SynapseScopePoolScopeJobsStateChange data                                                       False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseSqlPoolDmsWorkers/read                         Read SynapseSqlPoolDmsWorkers data                                                                   False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseSqlPoolExecRequests/read                       Read SynapseSqlPoolExecRequests data                                                                 False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseSqlPoolRequestSteps/read                       Read SynapseSqlPoolRequestSteps data                                                                 False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseSqlPoolSqlRequests/read                        Read SynapseSqlPoolSqlRequests data                                                                  False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/SynapseSqlPoolWaits/read                              Read SynapseSqlPoolWaits data                                                                        False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/Syslog/read                                           Read Syslog data                                                                                     False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/Tables.Custom/read                                    Read Custom Logs                                                                                     False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/ThreatIntelligenceIndicator/read                      Read ThreatIntelligenceIndicator data                                                                False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/TSIIngress/read                                       Read TSIIngress data                                                                                 False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UAApp/read                                            Read UAApp data                                                                                      False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UAComputer/read                                       Read UAComputer data                                                                                 False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UAComputerRank/read                                   Read UAComputerRank data                                                                             False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UADriver/read                                         Read UADriver data                                                                                   False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UADriverProblemCodes/read                             Read UADriverProblemCodes data                                                                       False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UAFeedback/read                                       Read UAFeedback data                                                                                 False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UAIESiteDiscovery/read                                Read UAIESiteDiscovery data                                                                          False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UAOfficeAddIn/read                                    Read UAOfficeAddIn data                                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UAProposedActionPlan/read                             Read UAProposedActionPlan data                                                                       False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UASysReqIssue/read                                    Read UASysReqIssue data                                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UAUpgradedComputer/read                               Read UAUpgradedComputer data                                                                         False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UCClient/read                                         Read UCClient data                                                                                   False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UCClientReadinessStatus/read                          Read UCClientReadinessStatus data                                                                    False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UCClientUpdateStatus/read                             Read UCClientUpdateStatus data                                                                       False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UCDeviceAlert/read                                    Read UCDeviceAlert data                                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UCServiceUpdateStatus/read                            Read UCServiceUpdateStatus data                                                                      False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UCUpdateAlert/read                                    Read UCUpdateAlert data                                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/Update/read                                           Read Update data                                                                                     False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UpdateRunProgress/read                                Read UpdateRunProgress data                                                                          False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UpdateSummary/read                                    Read UpdateSummary data                                                                              False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/Usage/read                                            Read Usage data                                                                                      False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UserAccessAnalytics/read                              Read UserAccessAnalytics data                                                                        False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/UserPeerAnalytics/read                                Read UserPeerAnalytics data                                                                          False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/VIAudit/read                                          Read VIAudit data                                                                                    False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/VMBoundPort/read                                      Read VMBoundPort data                                                                                False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/VMComputer/read                                       Read VMComputer data                                                                                 False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/VMConnection/read                                     Read VMConnection data                                                                               False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/VMProcess/read                                        Read VMProcess data                                                                                  False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/W3CIISLog/read                                        Read W3CIISLog data                                                                                  False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/WaaSDeploymentStatus/read                             Read WaaSDeploymentStatus data                                                                       False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/WaaSInsiderStatus/read                                Read WaaSInsiderStatus data                                                                          False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/WaaSUpdateStatus/read                                 Read WaaSUpdateStatus data                                                                           False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/Watchlist/read                                        Read Watchlist data                                                                                  False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/WDAVStatus/read                                       Read WDAVStatus data                                                                                 False
Azure Log Analytics                                          Microsoft.OperationalInsights/workspaces/query/WDAVThreat/read                                       Read WDAVThreat data                                                                                 False
