ProviderNamespace                                        ProviderName                             FeatureName
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationCDM
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationHK
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationBL
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationBN
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationCBN
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationPAR
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationMRS
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationDEN
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationDEWC
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationKW
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationOS
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationJINC
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationJINW
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationSE
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationPS
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationCH
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationDB
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationNOE
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationNOW
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationJNB
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationCPT
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationSN
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationMA
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationSG
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationCHN
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationCHW
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationAUH
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationDXB
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationLN
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationCW
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationCY
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationAM
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationBM
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationBY
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationMWH
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationUSW3
Microsoft Container Service                              microsoft.ContainerService               FIPSPreview
Microsoft Container Service                              microsoft.ContainerService               EventgridPreview
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFCoolAccess
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFDualProtocolNFSv4AndSMB
Microsoft DB for MySQL                                   Microsoft.DBForMySQL                     customIops
-                                                        Microsoft.SecurityAndCompliance          PrivateLinksFeature
Microsoft AgFoodPlatform                                 Microsoft.AgFoodPlatform                 Microsoft.Farmbeats.Preview.Canary
Microsoft Compute                                        Microsoft.Compute                        UltraDisksMove
Microsoft Compute                                        Microsoft.Compute                        AllowForceDelete
Microsoft.ServiceLinker                                  Microsoft.ServiceLinker                  WestCentralUSEnable
Microsoft Network                                        Microsoft.Network                        ManagedResolver
-                                                        Microsoft.AI                             TestingRetail
-                                                        Microsoft.ProviderHubDevTest             ProviderHubDev
Microsoft Compute                                        Microsoft.Compute                        CreateOptionClone
Microsoft Compute                                        Microsoft.Compute                        ForceDeletePreview
Microsoft Network                                        Microsoft.Network                        DisablePrivateLinkSubnetMacAllocation
Microsoft Power BI Dedicated                             Microsoft.PowerBIDedicated               paygdxt
Microsoft Power BI Dedicated                             Microsoft.PowerBIDedicated               paygdaily
Microsoft Power BI Dedicated                             Microsoft.PowerBIDedicated               paygsingapore
Microsoft Power BI Dedicated                             Microsoft.PowerBIDedicated               paygbrzsb
Microsoft Power BI Dedicated                             Microsoft.PowerBIDedicated               paygmsitbcdr
Microsoft Container Service                              microsoft.ContainerService               CustomKubeletIdentityPreview
Microsoft Container Service                              microsoft.ContainerService               AKSNodelessPreview
-                                                        Microsoft.AISupercomputer                production
Microsoft Singularity                                    Microsoft.Singularity                    production
Microsoft.HDInsight                                      Microsoft.HDInsight                      HiloTestInProd
Microsoft.HDInsight                                      Microsoft.HDInsight                      HiloPrivatePreview
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               AzureBackupResourceGuardEnabled
Microsoft Storage                                        Microsoft.Storage                        AllowPremiumObjectReplication
Microsoft.Cdn                                            Microsoft.Cdn                            BypassCnameCheckForCustomDomainDeletion
Microsoft Databricks                                     Microsoft.Databricks                     EnableAPIVersion20210401Preview
Microsoft Compute                                        Microsoft.Compute                        SharedDisksForStandardSSD
Microsoft Network                                        Microsoft.Network                        AllowPrivateEndpointStaticIpConfigurations
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFAdAdministrators
Microsoft Storage                                        Microsoft.Storage                        OpenAIOnlyStamp
Microsoft Databricks                                     Microsoft.Databricks                     DevControlPlane
Microsoft Databricks                                     Microsoft.Databricks                     StagingControlPlane
-                                                        Microsoft.M365SecurityAndCompliance      PrivateLinksFeature
Azure Digital Twins                                      Microsoft.DigitalTwins                   DataHistoryEarlyAccess
Microsoft Compute                                        Microsoft.Compute                        InGuestAutoAssessmentVMPreview
Microsoft Compute                                        Microsoft.Compute                        SupportCurrentLinuxAgentOnly
Microsoft Event Grid                                     Microsoft.EventGrid                      June2021Features
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationaustraliacentral
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationaustraliacentral2
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationaustraliaeast
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationaustraliasoutheast
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationbrazilsouth
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationbrazilus
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationbrazilsoutheast
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationcanadacentral
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationcanadaeast
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationcentralindia
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationcentralus
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationcentraluseuap
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationeastasia
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationeastus
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationeastus2
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationeastus2euap
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationfrancecentral
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationfrancesouth
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationgermanynorth
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationgermanywestcentral
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationjapaneast
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationjapanwest
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationjioindiawest
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationkoreacentral
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationkoreasouth
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationnorthcentralus
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationnortheurope
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationnorwayeast
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationnorwaywest
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationsouthafricanorth
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationsouthafricawest
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationsouthcentralus
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationsouthindia
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationsoutheastasia
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationswitzerlandnorth
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationswitzerlandwest
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationuaecentral
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationuaenorth
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationuksouth
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationukwest
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationwestcentralus
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationwesteurope
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationwestindia
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationwestus
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationwestus2
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationswedencentral
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationswedensouth
Microsoft Network                                        Microsoft.Network                        vWANNFVRPMigrationeastusslv
Microsoft Web Apps                                       Microsoft.Web                            BrazilUSRegionEnabled
Microsoft Resources                                      Microsoft.Resources                      AzureDummyRegion
Microsoft.AzureSphere                                    Microsoft.AzureSphere                    int
Microsoft.AzureSphere                                    Microsoft.AzureSphere                    staging
Microsoft.AzureSphere                                    Microsoft.AzureSphere                    preprod
Microsoft Network                                        Microsoft.Network                        BypassCnameCheckForCustomDomainDeletion
Microsoft DB for PostgreSQL                              Microsoft.DBForpostgresql                citusShardRebalancing
Microsoft DB for PostgreSQL                              Microsoft.DBForpostgresql                citusCMW
Microsoft Network                                        Microsoft.Network                        AllowPoliciesOnBaremetal
Microsoft.DataProtection                                 Microsoft.DataProtection                 AzureBackupResourceGuardEnabled
Microsoft DB for PostgreSQL                              Microsoft.DBForPostgreSQL                flexibleServerRestoreV2
Microsoft DB for MySQL                                   Microsoft.DBForMySQL                     flexibleServerRestoreV2
Microsoft Security                                       Microsoft.Security                       ConnectedContainerRegistries
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               HighBMSOperations
Microsoft.AVS                                            Microsoft.AVS                            nsxPrivateDNS
-                                                        Microsoft.AISupercomputer                prestage
-                                                        Microsoft.AISupercomputer                stage
Microsoft Singularity                                    Microsoft.Singularity                    stage
Microsoft Singularity                                    Microsoft.Singularity                    prestage
Microsoft Cognitive Services                             Microsoft.CognitiveServices              test
Microsoft DB for MySQL                                   Microsoft.DBForMySQL                     flexibleServerFailover
Microsoft DB for PostgreSQL                              Microsoft.DBforPostgreSQL                privateDnsZone
Microsoft Search                                         Microsoft.Search                         afecint
Microsoft Azure Stream Analytics                         Microsoft.StreamAnalytics                MultiAzDedicatedCluster
Microsoft Compute                                        Microsoft.Compute                        InGuestAutoPatchVmssFlexPreview
Microsoft Container Service                              microsoft.ContainerService               EnablePrivateClusterPublicFQDN
Microsoft Container Service                              microsoft.ContainerService               HTTPProxyConfigPreview
Microsoft Container Service                              microsoft.ContainerService               DisableLocalAccountsPreview
Microsoft Container Service                              microsoft.ContainerService               UseCustomizedWindowsContainerRuntime
Microsoft Network                                        Microsoft.Network                        AppGwMetricLogFromNewStoreTest
Microsoft Azure Monitor                                  Microsoft.Insights                       AmcsInternal
Microsoft Storage                                        Microsoft.Storage                        ImmutableStorageWithVersioning
Microsoft Storage                                        Microsoft.Storage                        AllowPurviewPolicyEnforcement
Microsoft Azure Stream Analytics                         Microsoft.StreamAnalytics                JobCountPerSubscription
Microsoft Compute                                        Microsoft.Compute                        UseNrpPutVmssPerTenant
Microsoft Azure Stream Analytics                         Microsoft.StreamAnalytics                RemoveARMQuotaLimit
Microsoft Search                                         Microsoft.Search                         afecint2
Microsoft Compute                                        Microsoft.Compute                        SpotTerminateScheduledEvent
Microsoft Compute                                        Microsoft.Compute                        CheckForVMEviction
Microsoft.AVS                                            Microsoft.AVS                            earlyAccess
Microsoft DB for PostgreSQL                              Microsoft.DBForPostgreSQL                hidePostgreSql9.5Version
Microsoft Network                                        Microsoft.Network                        AllowApplicationGatewayRelaxedOutboundRestrictions
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFEncryptedSMBConnectionsToDC
Microsoft Network                                        Microsoft.Network                        AllowReadingLoadBalancerTenantResourcesBatching
Microsoft.ExtendedLocation                               Microsoft.ExtendedLocation               CustomLocation-InternalSubscription
-                                                        Microsoft.Dynamics365Fraudprotection     DfpPreview
-                                                        Microsoft.Dynamics365Fraudprotection     DfpTest
Microsoft.RecommendationsService                         Microsoft.RecommendationsService         onboarding
Microsoft Network                                        Microsoft.Network                        AllowNetworkSecurityPerimeter
Microsoft Compute                                        Microsoft.Compute                        UltraBuiltOut
Microsoft Compute                                        Microsoft.compute                        XLV3F
Microsoft Compute                                        Microsoft.compute                        XLAV3F
Microsoft Network                                        Microsoft.Network                        EnableApplicationGatewayCustomBackendMetrics
Microsoft Search                                         Microsoft.Search                         EnableZoneRedundancy
Microsoft Compute                                        Microsoft.Compute                        SsdZrsManagedDisks
Microsoft Container Service                              microsoft.ContainerService               AKS-AzureDefenderAddon
-                                                        Microsoft.AzurePercept                   PrivatePreview
Microsoft Network                                        Microsoft.Network                        ExpressRoutePrivateEndpointGatewayBypass
Microsoft Network                                        Microsoft.Network                        ExpressRouteVnetPeeringGatewayBypass
Microsoft Cognitive Services                             Microsoft.CognitiveServices              LegalTerms.Face.PoliceTermsAccepted
Microsoft Cognitive Services                             Microsoft.CognitiveServices              LegalTerms.TextAnalytics.TAForHealthRAITermsAccepted
Microsoft Cognitive Services                             Microsoft.CognitiveServices              LegalTerms.TextAnalytics.TAForPIIRAITermsAccepted
Microsoft Cognitive Services                             Microsoft.CognitiveServices              LegalTerms.ComputerVision.SpatialAnaysisRAITermsAccepted
Microsoft.ConfidentialLedger                             Microsoft.ConfidentialLedger             betaAccess
Microsoft Azure Stream Analytics                         Microsoft.StreamAnalytics                EnableFixedSnapshotIntervalReferenceDataLookup
Microsoft Azure Stream Analytics                         Microsoft.StreamAnalytics                EnablePartitionedReferenceDataLookup
Microsoft Azure Stream Analytics                         Microsoft.StreamAnalytics                EnableFullSnapshotIntervalReferenceDataLookup
Microsoft Compute                                        Microsoft.Compute                        Architecture
Microsoft Compute                                        Microsoft.Compute                        SIGSoftDelete
-                                                        GitHub.Enterprise                        InternalAccess
-                                                        GitHub.Enterprise                        Canary
Microsoft.ProviderHub                                    Microsoft.ProviderHub                    EUAPServiceRP
Microsoft Compute                                        Microsoft.Compute                        Sig2SigInstantaneous
Microsoft DB for PostgreSQL                              Microsoft.DBForPostgreSQL                showPostgreSql13Version
Microsoft Network                                        Microsoft.Network                        DisableLinkAccessCheckForSubnet
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFLargeVolumes
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFIPSecForDNS
Microsoft.DesktopVirtualization                          Microsoft.DesktopVirtualization          AllowPrivateEndpoints
Microsoft API Management                                 Microsoft.ApiManagement                  PreviewEnvironment
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFFileAccessLogs
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFCrossSubscriptionReplication
Microsoft Azure Stream Analytics                         Microsoft.StreamAnalytics                FullBlobReferenceDataRefreshWithFixedInterval
Microsoft Azure Stream Analytics                         Microsoft.StreamAnalytics                PartitionedBlobReferenceData
Microsoft Network                                        Microsoft.Network                        EnableSlbBatching
Microsoft Container Instance                             Microsoft.ContainerInstance              customlogger
Microsoft IoT Security                                   Microsoft.IoTSecurity                    Integration
Microsoft Network                                        Microsoft.Network                        EnableVNetEncryption
Microsoft Compute                                        Microsoft.Compute                        CommunityGalleries
Microsoft Container Service                              microsoft.ContainerService               OmsagentUseAADMSIAuthPreview
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFStandardZRS
Microsoft DB for MySQL                                   Microsoft.DBForMySQL                     vnetSubscription
Microsoft DB for MySQL                                   Microsoft.DBForMySQL                     flexibleServerManageSubnet
Microsoft DB for PostgreSQL                              Microsoft.DBForPostgreSQL                flexibleServerManageSubnet
Microsoft DB for PostgreSQL                              Microsoft.DBForPostgreSQL                flexibleServerFailover
Microsoft.ProviderHub                                    Microsoft.ProviderHub                    CentralUSEUAP
Microsoft Web Apps                                       Microsoft.Web                            CentralUSStageRegionEnabled
Azure Digital Twins                                      Microsoft.DigitalTwins                   DataHistoryPrivatePreview
Microsoft Azure Monitor                                  Microsoft.Insights                       DiagnosticServicesTokens
Microsoft Compute                                        Microsoft.Compute                        PreprovisioningForEphemeralVMsWithResourceDiffDiskPlacement
Microsoft Compute                                        Microsoft.Compute                        UsePreprovisionedVMsForTrustedVMs
Microsoft.Kusto                                          Microsoft.Kusto                          SkipNetworkIntentPolicies
Microsoft Power Platform                                 Microsoft.PowerPlatform                  accountPreview
Microsoft Compute                                        Microsoft.Compute                        UseTenantsOfSizeFive
Microsoft Compute                                        Microsoft.Compute                        SIGReplicateVMGS
Microsoft.FluidRelay                                     Microsoft.FluidRelay                     ManualApprovalAccess
Microsoft DB for PostgreSQL                              Microsoft.DBForPostgreSQL                privateDnsZoneSuffix
Microsoft.AVS                                            Microsoft.AVS                            cmkEncryption
Microsoft Compute                                        Microsoft.Compute                        SIGShallowReplication
Microsoft Storage                                        Microsoft.Storage                        japanwest_geo_pair
Microsoft Container Service                              microsoft.ContainerService               OmsagentAADAuthPreview
Microsoft Compute                                        Microsoft.Compute                        Fabric.KyberVmAvailabilityMetric
Microsoft.AVS                                            Microsoft.AVS                            PIPOnNSXEnabled
Microsoft.DesktopVirtualization                          Microsoft.DesktopVirtualization          PerUserAccessPricing
Microsoft Resources                                      Microsoft.Resources                      DeploymentStacksPreview
Microsoft Storage                                        Microsoft.Storage                        FederatedClientIdentity
Microsoft Azure Lab Services                             Microsoft.LabServices                    PrivatePreview
Microsoft.Scom                                           Microsoft.SCOM                           AquilaPrivatePreview
Microsoft Network                                        Microsoft.Network                        EnableObdAccelNet
Microsoft Compute                                        Microsoft.Compute                        Fabric.DisableLiveMigration
Microsoft Storage                                        Microsoft.Storage                        brazilsoutheast_geo_pair
Microsoft Network                                        Microsoft.Network                        AllowSubnetSharingWithCloudServices
Microsoft Change Analysis                                Microsoft.ChangeAnalysis                 DevAccess
Microsoft.HealthcareApis                                 Microsoft.HealthcareApis                 FhirEventPreview
Microsoft.Kusto                                          Microsoft.Kusto                          UseComputeSubscriptionKustoCTO
Microsoft.Kusto                                          Microsoft.Kusto                          UseStorageSubscriptionKustoCTO
Microsoft Logic                                          Microsoft.Logic                          AllowWorkflowManagedIdentity
NGINX.NGINXPLUS                                          NGINX.NGINXPLUS                          betaAccess
Microsoft Storage                                        Microsoft.Storage                        LinkedInOnlyStamp
                                                         Private.Contoso                          Enabled
Microsoft Compute                                        Microsoft.Compute                        ImpactfulExtensionUpdate
-                                                        Microsoft.AISupercomputer                restricted
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               SqlDbSnapshot
Microsoft Network                                        Microsoft.Network                        AllowMultiplePeeringLinksBetweenVnets
Microsoft DB for MySQL                                   Microsoft.DBForMySQL                     reversePendingRestartValue
-                                                        Microsoft.ApiSecurity                    CanaryAccess
Microsoft.Dashboard                                      Microsoft.Dashboard                      PrivatePreview
Microsoft.HybridNetwork                                  Microsoft.HybridNetwork                  AllowPreReleaseRegions
Microsoft Container Service                              microsoft.ContainerService               AKS-AzureDefender
Microsoft Web Apps                                       Microsoft.Web                            AzureWorkerApps
Microsoft Compute                                        Microsoft.Compute                        SkipPublicIpWriteRBACCheckForVMNetworkInterfaceConfigurationsPublicPreview
Microsoft.VideoIndexer                                   Microsoft.VideoIndexer                   Dev1fe
                                                         Private.SanjeevDRPTest                   Enabled
Microsoft DB for PostgreSQL                              Microsoft.DBForPostgreSQL                flexibleServerRestoreNetworking
-                                                        Microsoft.HpcWorkbench                   PrivatePreview_03012021
Microsoft Chaos                                          Microsoft.Chaos                          ArtifactsPreview
Microsoft Web Apps                                       Microsoft.Web                            WestUS3RegionEnabled
Microsoft Kubernetes Configuration                       Microsoft.KubernetesConfiguration        FluxConfigurations
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               EnableMultipleBackupsInAFSPolicy
Microsoft Search                                         Microsoft.Search                         RolloverUpdatePreview
Microsoft Search                                         Microsoft.Search                         StandardSkuMigrationPreview
-                                                        Microsoft.Cascade                        swedencTempFeature
Microsoft Azure Stream Analytics                         Microsoft.StreamAnalytics                RecordExternalization
Microsoft Compute                                        Microsoft.Compute                        VmInspectionPreview
Azure Log Analytics                                      Microsoft.OperationalInsights            CustomLogsV2
Microsoft Compute                                        Microsoft.Compute                        ExtraLargeVMScaleSetSelectSubs
Microsoft.AVS                                            Microsoft.AVS                            anfDatastoreExperience
Microsoft Network                                        Microsoft.Network                        EnableSdnApplianceForCray
Microsoft Network                                        Microsoft.Network                        EnableSdnApplianceForMonitoringServers
-                                                        Microsoft.Cascade                        FrontloadDeploymentFeatureEastUs
Azure Data Box                                           Microsoft.DataBox                        CustomerDiskCreateAccess
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFSingleFileSnapshotRestore
Microsoft.VideoIndexer                                   Microsoft.VideoIndexer                   DevFeatureExposure
Microsoft.SignalRService                                 Microsoft.SignalRService                 AllowStandardS2
Microsoft DB for PostgreSQL                              Microsoft.DBForPostgreSQL                hideServerGroupPreviewFeature
-                                                        Microsoft.Cascade                        FrontloadTestFeature
Microsoft Compute                                        Microsoft.Compute                        DoNotApprove
Microsoft Network                                        Microsoft.Network                        UseClientAppIdForRbacCheck
-                                                        Microsoft.Cascade                        DeploymentValidationFeature
Microsoft.DataProtection                                 Microsoft.DataProtection                 AzureBackupVaultResourceMoveEnabled
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFProtocolTypeNFSConversion
Microsoft DB for MySQL                                   Microsoft.DBForMySQL                     privateDnsZone
Microsoft DB for MySQL                                   Microsoft.DBForMySQL                     flexibleServerRestoreNetworking
Microsoft Security Insights                              Microsoft.SecurityInsights               strictEntityExpandThrottlingLimits
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFSubvolume
Microsoft Network                                        Microsoft.Network                        AllowAllocateTenantLoadBalancerReadsThroughExplicitLock
Microsoft Network                                        Microsoft.Network                        AllowAllocateTenantVnetReadsThroughExplicitLock
Microsoft.ProviderHub                                    Microsoft.ProviderHub                    PrivateRPPreview
Microsoft Resources                                      Microsoft.Resources                      TestARMPublish
Microsoft Azure Spring Apps                              Microsoft.AppPlatform                    EnterpriseTier
Microsoft.ProviderHub                                    Microsoft.ProviderHub                    TestInPublic
Microsoft Network                                        Microsoft.Network                        AllowEdgeVnetPublishing
Microsoft Chaos                                          Microsoft.Chaos                          ArtifactsPublicPreview
Microsoft Chaos                                          Microsoft.Chaos                          PublicPreviewAccess
-                                                        microsoft.testbase                       EUAPAccess
-                                                        microsoft.testbase                       PilotAccess
Microsoft Container Service                              microsoft.ContainerService               EnableMultipleStandardLoadBalancers
                                                         Private.Contoso                          EnableProvider
Microsoft.AlertsManagement                               microsoft.alertsManagement               ActionRulesApiV2021
-                                                        Microsoft.TestBase                       API20210901Preview
Microsoft Storage                                        Microsoft.Storage                        ParquetBlobQuery
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               EnhancedAzureVMPolicyPreview
Microsoft Security                                       Microsoft.Security                       MultiCloudPreview
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFAvailabilityZone
Microsoft DB for PostgreSQL                              Microsoft.DBForPostgreSQL                marlinisallowedjw
MicrosoftNetworkFunction                                 Microsoft.NetworkFunction                AllowRoutingToTestNfvrpInstance
Microsoft Security Insights                              microsoft.securityinsights               strictAutomationThrottlingLimits
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               EnableHealthMetrics
Microsoft.AVS                                            Microsoft.AVS                            testRoutingTrafficManager
Microsoft Cognitive Services                             Microsoft.CognitiveServices              Face.Detection
Microsoft Cognitive Services                             Microsoft.CognitiveServices              Face.Verification
Microsoft Cognitive Services                             Microsoft.CognitiveServices              Face.Identification
Microsoft Cognitive Services                             Microsoft.CognitiveServices              Face.LivenessDetection
Microsoft Cognitive Services                             Microsoft.CognitiveServices              Face.Preview
Microsoft.AVS                                            Microsoft.AVS                            AzureArcForAVS
Microsoft DB for MySQL                                   Microsoft.DBForMySQL                     flexibleServerHaV2
                                                         Private.AlvaroRP                         EnableProvider
                                                         Private.Cloud                            EnableProvider
                                                         Private.LakshVRP                         EnableProvider
                                                         Private.Wud                              EnableProvider
                                                         Private.Sanjaiga                         EnableProvider
                                                         Private.WTest                            EnableProvider
                                                         Private.vikashj                          EnableProvider
                                                         Private.LakshV                           EnableProvider
                                                         Private.BobRP                            EnableProvider
Microsoft.AVS                                            Microsoft.AVS                            portalRotatePassword
                                                         Private.AjayTestRP                       EnableProvider
                                                         Private.Wanfan                           EnableProvider
                                                         Private.LakshVRP3                        EnableProvider
                                                         Private.AzureZo                          EnableProvider
Microsoft.Kusto                                          Microsoft.Kusto                          SupportBigFollower
Microsoft DB for MySQL                                   Microsoft.DBforMySQL                     resourceHealthSupported
Microsoft Maintenance Service                            Microsoft.Maintenance                    InGuestPatchBetaAccess
-                                                        Microsoft.StoragePool                    GA-2021-08-01
Microsoft Container Service                              microsoft.ContainerService               WasmNodePoolPreview
Microsoft Automanage                                     Microsoft.Automanage                     PatchPreview
Microsoft Singularity                                    Microsoft.Singularity                    scale3Test
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFBasicToStdNetworkFeaturesUpgrade
Microsoft Network                                        Microsoft.Network                        EnableDefaultLoadBalancerForFastPathNonVmssTenant
Microsoft DB for MySQL                                   Microsoft.DBForMySQL                     hideMySql5.6Version
Microsoft DB for PostgreSQL                              Microsoft.DBForPostgreSQL                resourceHealthSupported
Microsoft Automation                                     Microsoft.Automation                     TestInProduction
Microsoft Azure Monitor                                  Microsoft.Insights                       AmcsPreviewFeatures
Microsoft.AVS                                            Microsoft.AVS                            publicIpOnNsx
Microsoft.AVS                                            Microsoft.AVS                            NSXCloudAdminEnabled
Microsoft Storage                                        Microsoft.Storage                        AllowObjectReplicationRuleLimitIncrease
Microsoft Storage                                        Microsoft.Storage                        AllowObjectReplicationMetrics
Microsoft Storage                                        Microsoft.Storage                        AllowHNSAccountFailover
Microsoft Compute                                        Microsoft.Compute                        InGuestScheduledPatchVMPreview
Microsoft DB for MySQL                                   Microsoft.DBForMySQL                     systemAssignedIdentity
Microsoft Compute                                        Microsoft.Compute                        SIGCVMPreview
Microsoft Container Service                              microsoft.ContainerService               AKS-Dapr
Microsoft Container Service                              microsoft.ContainerService               PreviewStartStopAgentPool
-                                                        Microsoft.TestBase                       API20210901
Microsoft Compute                                        Microsoft.Compute                        LiveResize
Microsoft.AVS                                            Microsoft.AVS                            AllowProvisioningInPublicIpSpace
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANF2TiBPoolSize
